1	20	2	1.6	0.6	1	0.46373	500
1	20	0.1	0.8	0.3	1	0.46373	500
1	20	0.1	0.8	0.9	1	0.46373	500
1	20	2	0.8	0.3	1	0.46373	500
1	20	2	0.8	0.9	1	0.46373	500
1	20	0.1	0.8	0.6	0.5	0.46373	500
1	20	0.1	0.8	0.6	1.5	0.46373	500
1	20	2	0.8	0.6	0.5	0.46373	500
1	20	2	0.8	0.6	1.5	0.46373	500
1	20	0.1	0.8	0.6	1	-1.3863	500
1	20	0.1	0.8	0.6	1	2.3026	500
1	20	2	0.8	0.6	1	-1.3863	500
1	20	2	0.8	0.6	1	2.3026	500
1	20	0.1	0.8	0.6	1	0.46373	60
1	20	0.1	0.8	0.6	1	0.46373	1000
1	20	2	0.8	0.6	1	0.46373	60
1	20	2	0.8	0.6	1	0.46373	1000
1	20	1	0	0.3	1	0.46373	500
1	20	1	0	0.9	1	0.46373	500
1	20	1	1.6	0.3	1	0.46373	500
1	20	1	1.6	0.9	1	0.46373	500
1	20	1	0	0.6	0.5	0.46373	500
1	20	1	0	0.6	1.5	0.46373	500
1	20	1	1.6	0.6	0.5	0.46373	500
1	20	1	1.6	0.6	1.5	0.46373	500
1	20	1	0	0.6	1	-1.3863	500
1	20	1	0	0.6	1	2.3026	500
1	20	1	1.6	0.6	1	-1.3863	500
1	20	1	1.6	0.6	1	2.3026	500
1	20	1	0	0.6	1	0.46373	60
1	20	1	0	0.6	1	0.46373	1000
1	20	1	1.6	0.6	1	0.46373	60
1	20	1	1.6	0.6	1	0.46373	1000
1	20	1	0.8	0.3	0.5	0.46373	500
1	20	1	0.8	0.3	1.5	0.46373	500
1	20	1	0.8	0.9	0.5	0.46373	500
1	20	1	0.8	0.9	1.5	0.46373	500
1	20	1	0.8	0.3	1	-1.3863	500
1	20	1	0.8	0.3	1	2.3026	500
1	20	1	0.8	0.9	1	-1.3863	500
1	20	1	0.8	0.9	1	2.3026	500
1	20	1	0.8	0.3	1	0.46373	60
1	20	1	0.8	0.3	1	0.46373	1000
1	20	1	0.8	0.9	1	0.46373	60
1	20	1	0.8	0.9	1	0.46373	1000
1	20	1	0.8	0.6	0.5	-1.3863	500
1	20	1	0.8	0.6	0.5	2.3026	500
1	20	1	0.8	0.6	1.5	-1.3863	500
1	20	1	0.8	0.6	1.5	2.3026	500
1	20	1	0.8	0.6	0.5	0.46373	60
1	20	1	0.8	0.6	0.5	0.46373	1000
1	20	1	0.8	0.6	1.5	0.46373	60
1	20	1	0.8	0.6	1.5	0.46373	1000
1	20	1	0.8	0.6	1	-1.3863	60
1	20	1	0.8	0.6	1	-1.3863	1000
1	20	1	0.8	0.6	1	2.3026	60
1	20	1	0.8	0.6	1	2.3026	1000
